state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total ICU Beds,Total LL,Total UL,Deaths,Negative tests,Positive Tests,Total Tests,
LA,2021-01-19,1407,1407,1407,77.27,77.27,77.27,1821,1821,1821,8324,4301858,372089,4673947,
MA,2021-01-19,1185,1185,1185,79.48,79.48,79.48,1491,1491,1491,13749,3927237,476526,12454145,
MD,2021-01-19,1033,1033,1033,78.85,78.85,78.85,1310,1310,1310,6650,2731921,330186,6510156,
ME,2021-01-19,256,256,256,75.96,75.61,76.32,337,337,337,519,1236611,34262,1270873,
MI,2021-01-19,1987,1987,1987,76.22,76.22,76.22,2607,2607,2607,14735,8305589,587448,8893037,
MN,2021-01-19,684,684,684,74.96,74.87,75.05,912,912,913,5945,2726619,448268,5895901,
MO,2021-01-19,1522,1522,1522,85.7,85.7,85.7,1776,1774,1778,6263,1725757,440197,3959087,
MS,2021-01-19,736,736,736,85.38,85.38,85.38,862,862,862,5574,1256115,255125,1511240,
MT,2021-01-19,136,136,136,64.15,64.15,64.15,212,212,212,1093,793808,89864,883672,
NC,2021-01-19,2117,2117,2117,84.99,84.99,84.99,2491,2491,2491,8139,7501895,684497,8186392,
ND,2021-01-19,116,116,116,57.14,57.14,57.14,203,203,203,1408,292434,96071,1307962,
NE,2021-01-19,369,367,371,65.78,65.78,65.78,561,561,561,1842,704113,182418,1944011,
NH,2021-01-19,177,177,177,62.54,62.54,62.54,283,283,283,938,527068,58709,1158106,
NJ,2021-01-19,1637,1637,1637,55.04,55.04,55.04,2974,2974,2974,20512,8229589,635702,8865291,
NM,2021-01-19,378,378,378,78.91,78.91,78.91,479,479,479,2975,2010069,164954,2175023,
NV,2021-01-19,797,796,798,83.63,83.63,83.63,953,953,953,3792,1019197,263972,2350428,
NY,2021-01-19,3865,3865,3865,71.35,71.35,71.35,5417,5417,5417,33224,28084885,1258087,29342972,
OH,2021-01-19,3032,3031,3033,73.99,73.99,73.99,4098,4098,4098,10336,7718058,836055,8554113,
OK,2021-01-19,960,960,960,88.64,88.64,88.64,1083,1083,1083,3037,2642075,358374,3000449,
OR,2021-01-19,474,471,476,61.57,59.91,63.23,769,762,776,1803,2785715,133851,2919566,
PA,2021-01-19,3005,3000,3010,78.87,78.23,79.51,3810,3798,3822,19467,3494279,777186,4271465,
RI,2021-01-19,148,148,148,89.16,89.16,89.16,166,166,166,2045,596818,107066,2298001,
SC,2021-01-19,1129,1129,1129,82.95,82.95,82.95,1361,1361,1361,6259,3378623,394318,3772941,
SD,2021-01-19,143,143,143,59.34,59.34,59.34,241,241,241,1667,286539,105786,392325,
TN,2021-01-19,1794,1791,1797,75.18,75.18,75.18,2386,2386,2386,8470,5465934,689808,6155742,
TX,2021-01-19,7265,7265,7265,91.38,91.37,91.4,7950,7949,7951,32394,13800008,2135028,15935036,
UT,2021-01-19,435,434,436,69.38,69.38,69.38,627,627,627,1507,1385896,326221,2472897,
VA,2021-01-19,1502,1502,1502,77.26,77.26,77.26,1944,1944,1944,5798,4427081,451076,4878157,
VT,2021-01-19,68,68,68,70.1,70.1,70.1,97,97,97,163,280334,10321,813355,
WA,2021-01-19,974,974,974,74.46,74.46,74.46,1308,1308,1308,3903,3943819,289939,4233758,
WI,2021-01-19,967,967,967,60.38,60.38,60.38,1602,1600,1603,5973,2445399,571268,5832709,
WV,2021-01-19,495,495,495,80.23,80.23,80.23,617,617,617,1815,1685509,110820,1796329,
WY,2021-01-19,57,57,57,44.88,44.88,44.88,127,127,127,550,166483,49922,563037,
AK,2021-01-20,80,80,80,64.52,64.52,64.52,124,124,124,253,1369390,50732,1420122,
AL,2021-01-20,1550,1528,1573,95.47,91.55,99.4,1624,1602,1646,6283,1709750,429655,2050637,
AR,2021-01-20,814,814,814,77.16,77.16,77.16,1055,1055,1055,4441,2080207,276114,2302494,
AZ,2021-01-20,1683,1683,1683,73.65,73.65,73.65,2285,2284,2286,11528,2603084,690544,6145769,
CA,2021-01-20,7942,7937,7947,91.76,91.65,91.88,8655,8655,8655,34433,36268992,3019371,39288363,
CO,2021-01-20,834,833,834,62.67,62.67,62.67,1330,1330,1330,5422,1954601,379227,5098541,
CT,2021-01-20,646,646,646,61.52,61.52,61.52,1050,1050,1050,6726,5139268,234134,5373402,
DC,2021-01-20,269,269,269,81.27,81.27,81.27,331,331,331,863,990128,34403,1024531,
DE,2021-01-20,157,157,157,81.77,81.77,81.77,192,192,192,1026,488725,71775,1142091,
FL,2021-01-20,5373,5373,5373,83.33,83.33,83.33,6448,6425,6471,24965,8106299,1571840,17910668,
GA,2021-01-20,2588,2588,2588,93.53,93.53,93.53,2767,2767,2767,12778,5337797,695400,6033197,
HI,2021-01-20,143,143,143,63.56,63.56,63.56,225,225,225,325,896698,25210,921908,
IA,2021-01-20,458,458,458,68.46,68.46,68.46,669,669,669,4394,963598,258865,1222463,
ID,2021-01-20,201,201,201,68.14,68.14,68.14,295,295,295,1637,453232,156778,581299,
IL,2021-01-20,2262,2260,2263,65.06,65.06,65.06,3476,3476,3476,20285,13903295,1081354,14984649,
IN,2021-01-20,1583,1582,1584,73.46,73.46,73.46,2155,2155,2155,9529,2257678,598313,6545320,
KS,2021-01-20,625,625,625,78.03,78.03,78.03,801,801,801,3575,862293,263412,1125705,
KY,2021-01-20,1222,1222,1222,69.35,69.35,69.35,1762,1762,1762,3243,3116879,334321,3451200,
LA,2021-01-20,1432,1430,1433,77.97,77.97,77.97,1836,1836,1836,8383,4330899,374582,4705481,
MA,2021-01-20,1220,1220,1220,82.32,82.32,82.32,1482,1482,1482,13829,3940163,481040,12536712,
MD,2021-01-20,1112,1112,1112,84.56,84.56,84.56,1315,1315,1315,6689,2740161,332353,6541052,
ME,2021-01-20,263,263,263,77.81,77.81,77.81,338,338,338,530,1245319,34963,1280282,
MI,2021-01-20,2014,2014,2014,77.11,77.11,77.11,2612,2612,2612,14770,8343227,589869,8933096,
MN,2021-01-20,660,660,660,73.74,73.74,73.74,895,895,895,5979,2731020,449492,5910354,
MO,2021-01-20,1488,1487,1489,83.93,83.74,84.11,1773,1771,1775,6461,1728994,441789,3972789,
MS,2021-01-20,736,734,738,85.38,85.38,85.38,862,862,862,5638,1256115,256827,1512942,
MT,2021-01-20,136,136,136,63.85,63.85,63.85,213,213,213,1094,797629,90255,887884,
NC,2021-01-20,2126,2126,2126,85.21,85.21,85.21,2495,2495,2495,8200,7548801,690912,8239713,
ND,2021-01-20,118,117,119,58.71,58.71,58.71,201,201,201,1409,292644,96222,1311137,
NE,2021-01-20,381,381,381,67.43,67.43,67.43,565,565,565,1850,704113,183318,1944011,
NH,2021-01-20,179,179,179,63.25,63.25,63.25,283,283,283,950,529778,59437,1169547,
NJ,2021-01-20,1635,1635,1635,54.98,54.98,54.98,2974,2974,2974,20664,8310677,641140,8951817,
NM,2021-01-20,389,389,389,81.21,81.21,81.21,479,479,479,3009,2019174,165835,2185009,
NV,2021-01-20,783,783,783,82.16,82.16,82.16,953,953,953,3863,1022012,265143,2362512,
NY,2021-01-20,3920,3920,3920,72.06,72.06,72.06,5440,5440,5440,33415,28266930,1271451,29538381,
OH,2021-01-20,3120,3120,3120,76.12,76.12,76.12,4099,4099,4099,10409,7734027,842433,8576460,
OK,2021-01-20,969,931,1007,89.89,89.89,89.89,1078,1078,1078,3085,2653602,360360,3013962,
OR,2021-01-20,500,498,502,63.45,63.45,63.45,788,788,788,1808,2852795,134468,2987263,
PA,2021-01-20,3096,3090,3102,80.5,79.9,81.1,3846,3835,3857,19868,3507092,783170,4290262,
RI,2021-01-20,147,147,147,91.88,91.88,91.88,160,160,160,2058,599322,107876,2313909,
SC,2021-01-20,1128,1128,1128,82.7,82.7,82.7,1364,1364,1364,6328,3423743,399843,3823586,
SD,2021-01-20,144,144,144,60.5,60.5,60.5,238,238,238,1667,287280,106063,393343,
TN,2021-01-20,1854,1851,1858,77.72,77.72,77.72,2386,2386,2386,8556,5485170,694291,6179461,
TX,2021-01-20,7334,7329,7340,91.93,91.72,92.15,7978,7972,7984,32844,13909745,2166283,16076028,
UT,2021-01-20,448,448,448,71.34,71.34,71.34,628,628,628,1517,1390716,328380,2485476,
VA,2021-01-20,1480,1480,1480,75.94,75.94,75.94,1949,1949,1949,5861,4443490,455591,4899081,
VT,2021-01-20,74,74,74,76.29,76.29,76.29,97,97,97,165,280384,10471,818476,
WA,2021-01-20,969,969,969,73.58,73.58,73.58,1317,1317,1317,3940,3973559,291989,4265548,
WI,2021-01-20,970,969,971,60.55,60.55,60.55,1602,1602,1602,6035,2450522,573119,5861531,
WV,2021-01-20,518,517,519,83.95,83.95,83.95,617,617,617,1836,1695076,111677,1806753,
WY,2021-01-20,54,54,54,42.52,42.52,42.52,127,127,127,550,166859,50124,567450,
AK,2021-01-21,80,80,80,64.52,64.52,64.52,124,124,124,254,1380026,50941,1430967,
AL,2021-01-21,1545,1545,1545,95.37,95.37,95.37,1620,1620,1620,6379,1715242,432536,2058224,
AR,2021-01-21,788,788,788,74.48,74.48,74.48,1058,1058,1058,4496,2091292,279220,2315535,
AZ,2021-01-21,1697,1697,1697,74.04,74.04,74.04,2292,2292,2292,11772,2628346,699942,6215572,
CA,2021-01-21,8006,7962,8051,91.35,89.96,92.75,8764,8723,8806,35004,36473712,3039044,39512756,
CO,2021-01-21,841,841,841,62.57,62.57,62.57,1344,1344,1344,5440,1962432,381210,5140301,
CT,2021-01-21,662,662,662,63.05,63.05,63.05,1050,1050,1050,6774,5176704,235796,5412500,
DC,2021-01-21,272,272,272,82.42,82.42,82.42,330,330,330,864,997080,34612,1031692,
DE,2021-01-21,166,166,166,86.01,86.01,86.01,193,193,193,1027,490466,72523,1148366,
FL,2021-01-21,5424,5424,5424,84.88,84.88,84.88,6390,6390,6390,25128,8144203,1584442,18042225,
GA,2021-01-21,2588,2588,2588,93.6,93.6,93.6,2765,2765,2765,12889,5371306,701308,6072614,
HI,2021-01-21,150,150,151,66.59,66.59,66.59,226,226,226,328,901082,25329,926411,
IA,2021-01-21,448,447,450,67.04,67.04,67.04,669,669,669,4445,966124,260227,1226351,
ID,2021-01-21,202,202,202,68.24,68.24,68.24,296,296,296,1635,454808,157588,583441,
IL,2021-01-21,2266,2266,2266,65.17,65.17,65.17,3477,3477,3477,20423,13997352,1086333,15083685,
IN,2021-01-21,1570,1570,1570,72.82,72.82,72.82,2156,2156,2156,9593,2266053,601937,6600039,
KS,2021-01-21,629,629,629,78.72,78.72,78.72,799,799,799,3575,862293,263412,1125705,
KY,2021-01-21,1212,1212,1212,68.79,68.79,68.79,1762,1762,1762,3301,3123064,338034,3461098,
LA,2021-01-21,1456,1456,1456,79.22,79.22,79.22,1838,1838,1838,8442,4370572,378318,4748890,
MA,2021-01-21,1200,1200,1200,80.38,80.38,80.38,1493,1493,1493,13906,3956227,486180,12648438,
MD,2021-01-21,1076,1076,1076,81.45,81.45,81.45,1321,1321,1321,6735,2749627,334519,6578575,
ME,2021-01-21,251,250,252,75.6,75.6,75.6,332,332,332,536,1262752,35638,1298390,
MI,2021-01-21,1962,1960,1963,75.79,75.79,75.79,2588,2588,2588,14933,8396146,592382,8988528,
MN,2021-01-21,672,671,674,74.31,73.94,74.68,905,905,905,6011,2738635,450762,5945782,
MO,2021-01-21,1464,1464,1464,82.57,82.57,82.57,1773,1773,1773,6485,1733393,443838,3993440,
MS,2021-01-21,731,731,731,84.51,84.51,84.51,865,865,865,5668,1256115,259117,1515232,
MT,2021-01-21,141,141,141,66.2,66.2,66.2,213,213,213,1100,802121,90649,892770,
NC,2021-01-21,2139,2139,2139,85.19,85.19,85.19,2511,2511,2511,8339,7612132,698099,8310231,
ND,2021-01-21,114,114,114,57,57,57,200,200,200,1422,292924,96370,1315777,
NE,2021-01-21,379,379,379,67.44,67.44,67.44,562,562,562,1862,708280,184482,1966167,
NH,2021-01-21,180,180,180,63.83,63.83,63.83,282,282,282,962,532608,60294,1179465,
NJ,2021-01-21,1611,1611,1611,55.06,55.06,55.06,2926,2926,2926,20760,8310677,646189,8956866,
NM,2021-01-21,394,393,396,82.88,82.88,82.88,476,476,476,3044,2032027,166823,2198850,
NV,2021-01-21,780,780,780,82.28,82.28,82.28,948,948,948,3910,1027324,266343,2381783,
NY,2021-01-21,3888,3888,3888,71.4,71.4,71.4,5445,5445,5445,33594,28477613,1285337,29762950,
OH,2021-01-21,3068,3068,3068,75.34,75.34,75.34,4072,4071,4073,10518,7773168,849704,8622872,
OK,2021-01-21,960,960,960,88.07,88.07,88.07,1090,1090,1090,3140,2653602,363046,3016648,
OR,2021-01-21,508,506,509,64.9,64.9,64.9,782,782,782,1832,2868071,135142,3003213,
PA,2021-01-21,3012,3006,3018,79.47,78.87,80.08,3790,3779,3801,20128,3520836,788834,4309670,
RI,2021-01-21,151,147,155,89.88,89.88,89.88,168,168,168,2076,602437,108786,2340681,
SC,2021-01-21,1127,1127,1127,82.87,82.87,82.87,1360,1360,1360,6373,3457775,404492,3862267,
SD,2021-01-21,148,148,148,62.18,62.18,62.18,238,238,238,1673,288115,106400,394515,
TN,2021-01-21,1838,1835,1841,77.08,77.08,77.08,2385,2385,2385,8684,5505383,697783,6203166,
TX,2021-01-21,7186,7178,7193,90.85,90.54,91.16,7909,7900,7918,33285,14013727,2188643,16202370,
UT,2021-01-21,427,427,427,68.1,68.1,68.1,627,627,627,1547,1395159,330469,2498162,
VA,2021-01-21,1462,1462,1462,75.09,75.09,75.09,1947,1947,1947,5940,4464006,459604,4923610,
VT,2021-01-21,70,70,70,72.16,72.16,72.16,97,97,97,168,280982,10580,822888,
WA,2021-01-21,981,981,981,73.87,73.87,73.87,1328,1328,1328,3940,4003289,294017,4297306,
WI,2021-01-21,956,956,956,59.71,59.71,59.71,1601,1601,1601,6090,2457032,575688,5897305,
WV,2021-01-21,511,511,511,82.82,82.82,82.82,617,617,617,1849,1710887,112617,1823504,
WY,2021-01-21,51,51,51,40.16,40.16,40.16,127,127,127,550,167371,50424,573868,
AK,2021-01-22,81,81,81,67.5,67.5,67.5,120,120,120,254,1387754,51204,1438958,
AL,2021-01-22,1552,1552,1552,96.82,96.82,96.82,1603,1603,1603,6486,1720674,436087,2066351,
AR,2021-01-22,790,788,793,75.29,74.55,76.02,1050,1047,1053,4549,2101691,281382,2327428,
AZ,2021-01-22,1694,1694,1694,73.46,73.46,73.46,2306,2306,2306,12001,2643185,708041,6269091,
CA,2021-01-22,7887,7883,7892,90.66,90.55,90.77,8700,8700,8700,35768,36663771,3062068,39725839,
CO,2021-01-22,856,856,856,64.36,64.36,64.36,1330,1330,1330,5462,1969395,383008,5185408,
CT,2021-01-22,653,653,653,62.31,62.31,62.31,1048,1048,1048,6819,5215799,237815,5453614,
DC,2021-01-22,286,286,286,85.89,85.89,85.89,333,333,333,867,1003575,34905,1038480,
DE,2021-01-22,168,168,168,87.5,87.5,87.5,192,192,192,1027,492472,73233,1157126,
FL,2021-01-22,5457,5457,5457,85.37,85.37,85.37,6392,6392,6392,25405,8166392,1597849,18126056,
GA,2021-01-22,2572,2570,2574,92.82,92.64,93,2771,2769,2773,13060,5414316,707750,6122066,
HI,2021-01-22,143,143,143,63.84,63.84,63.84,224,224,224,332,905978,25498,931476,
IA,2021-01-22,474,474,474,70.85,70.85,70.85,669,669,669,4478,967921,261193,1229114,
ID,2021-01-22,204,204,204,69.86,69.86,69.86,292,292,292,1654,456296,158200,585359,
IL,2021-01-22,2281,2281,2281,65.32,65.32,65.32,3492,3492,3492,20534,14116141,1093375,15209516,
IN,2021-01-22,1576,1538,1613,73.11,67.71,78.51,2155,2111,2199,9642,2274470,605426,6652500,
KS,2021-01-22,616,616,616,77.29,77.29,77.29,797,797,797,3598,870758,266653,1137411,
KY,2021-01-22,1253,1253,1253,71.11,71.11,71.11,1762,1762,1762,3337,3144007,340779,3484786,
LA,2021-01-22,1423,1423,1423,78.27,78.27,78.27,1818,1818,1818,8483,4395697,380255,4775952,
MA,2021-01-22,1205,1205,1205,81.86,81.86,81.86,1472,1472,1472,13987,3973073,491452,12754206,
MD,2021-01-22,1053,1053,1053,78.7,78.7,78.7,1338,1338,1338,6792,2760718,336915,6630564,
ME,2021-01-22,248,248,249,74.62,74.62,74.62,333,333,333,540,1272416,36274,1308690,
MI,2021-01-22,1955,1955,1955,75.63,75.63,75.63,2585,2585,2585,14951,8438452,594920,9033372,
MN,2021-01-22,685,685,685,73.66,73.66,73.66,930,930,930,6032,2747425,452268,5984932,
MO,2021-01-22,1486,1486,1486,83.39,83.39,83.39,1782,1782,1782,6527,1737683,445621,4013031,
MS,2021-01-22,719,719,719,83.22,83.22,83.22,864,864,864,5713,1256115,261167,1517282,
MT,2021-01-22,141,141,141,66.51,66.51,66.51,212,212,212,1104,808720,91049,899769,
NC,2021-01-22,2106,2106,2106,84.17,84.17,84.17,2502,2502,2502,8464,7682117,705535,8387652,
ND,2021-01-22,111,111,111,56.06,56.06,56.06,198,198,198,1428,293130,96567,1319901,
NE,2021-01-22,376,376,376,65.96,65.96,65.96,570,570,570,1868,710145,185346,1988904,
NH,2021-01-22,177,177,177,62.54,62.54,62.54,283,283,283,971,534764,60951,1187904,
NJ,2021-01-22,1569,1569,1569,53.2,53.2,53.2,2949,2949,2949,20875,8356555,650389,9006944,
NM,2021-01-22,392,392,392,83.23,83.23,83.23,471,471,471,3077,2046764,167731,2214495,
NV,2021-01-22,766,766,766,81.32,81.32,81.32,942,942,942,3958,1030124,268212,2395142,
NY,2021-01-22,3895,3895,3895,71.7,71.7,71.7,5432,5432,5432,33763,28730470,1300481,30030951,
OH,2021-01-22,3042,3041,3043,73.96,73.96,73.96,4113,4113,4113,10599,7828649,853982,8682631,
OK,2021-01-22,952,951,952,87.21,87.04,87.39,1091,1090,1092,3187,2674361,365992,3040353,
OR,2021-01-22,508,508,508,63.9,63.9,63.9,795,795,795,1843,2887359,135973,3023332,
PA,2021-01-22,3039,3034,3044,80.74,80.12,81.36,3764,3752,3776,20321,3533761,794172,4327933,
RI,2021-01-22,151,151,151,89.88,89.88,89.88,168,168,168,2083,605703,109735,2363131,
SC,2021-01-22,1114,1114,1114,82.7,82.7,82.7,1347,1347,1347,6404,3491343,409188,3900531,
SD,2021-01-22,154,153,155,64.71,64.71,64.71,238,238,238,1684,288761,106716,395477,
TN,2021-01-22,1870,1870,1870,78.47,78.47,78.47,2383,2383,2383,8777,5529631,701847,6231478,
TX,2021-01-22,7220,7210,7231,91.34,90.92,91.75,7906,7893,7918,33707,14109791,2211289,16321080,
UT,2021-01-22,440,440,440,70.18,70.18,70.18,627,627,627,1571,1399108,333118,2510554,
VA,2021-01-22,1476,1476,1476,75.97,75.97,75.97,1943,1943,1943,6002,4484734,463751,4948485,
VT,2021-01-22,71,71,71,73.2,73.2,73.2,97,97,97,169,282322,10759,834067,
WA,2021-01-22,972,971,973,73.36,73.36,73.36,1325,1325,1325,4065,4029711,296087,4325798,
WI,2021-01-22,960,958,962,60.04,60.04,60.04,1599,1599,1599,6135,2463344,577991,5937589,
WV,2021-01-22,503,503,503,81.52,81.52,81.52,617,617,617,1856,1729051,113615,1842666,
WY,2021-01-22,46,46,46,36.22,36.22,36.22,127,127,127,571,167371,50583,573868,
AK,2021-01-23,83,83,83,68.6,68.6,68.6,121,121,121,259,1395069,51445,1446514,
AL,2021-01-23,1522,1521,1524,94.8,94.8,94.8,1606,1606,1606,6657,1730471,439442,2078488,
AR,2021-01-23,795,795,795,75.43,75.43,75.43,1054,1052,1056,4563,2111634,282995,2338521,
AZ,2021-01-23,1686,1686,1686,73.59,73.59,73.59,2291,2291,2291,12170,2657166,715357,6324445,
CA,2021-01-23,7764,7756,7771,90.48,90.19,90.76,8581,8571,8591,36361,36885079,3085040,39970119,
CO,2021-01-23,836,835,837,63.24,63.24,63.24,1322,1322,1322,5482,1976577,384966,5221165,
CT,2021-01-23,662,662,662,63.05,63.05,63.05,1050,1050,1050,6819,5215799,237815,5453614,
DC,2021-01-23,269,269,269,81.27,81.27,81.27,331,331,331,870,1008035,35077,1043112,
DE,2021-01-23,161,161,161,83.85,83.85,83.85,192,192,192,1036,494710,73915,1167997,
FL,2021-01-23,5398,5398,5398,83.77,83.77,83.77,6444,6444,6444,25561,8215386,1609953,18295646,
GA,2021-01-23,2577,2577,2577,92.9,92.9,92.9,2774,2774,2774,13246,5460148,714322,6174470,
HI,2021-01-23,152,152,152,67.56,67.56,67.56,225,225,225,336,910819,25631,936450,
IA,2021-01-23,452,452,452,66.67,66.67,66.67,678,678,678,4487,970314,262149,1232463,
ID,2021-01-23,201,201,201,68.37,68.37,68.37,294,294,294,1667,458315,158798,587827,
IL,2021-01-23,2210,2210,2211,63.21,63.21,63.21,3497,3497,3497,20645,14221167,1098527,15319694,
IN,2021-01-23,1508,1508,1508,69.27,69.27,69.27,2177,2177,2177,9693,2282437,608519,6701477,
KS,2021-01-23,613,613,613,77.4,77.4,77.4,792,792,792,3598,870758,266653,1137411,
KY,2021-01-23,1208,1207,1208,68.53,68.53,68.53,1762,1762,1762,3386,3158496,344568,3503064,
LA,2021-01-23,1409,1409,1409,77.67,77.67,77.67,1814,1814,1814,8483,4395697,380255,4775952,
MA,2021-01-23,1185,1185,1185,80.94,80.94,80.94,1464,1464,1464,14064,3988109,496093,12866597,
MD,2021-01-23,1035,1035,1035,78.71,78.71,78.71,1315,1315,1315,6837,2771726,339307,6678255,
ME,2021-01-23,243,243,243,72.75,72.75,72.75,334,334,334,544,1272416,36598,1309014,
MI,2021-01-23,1936,1934,1937,77.05,77.05,77.05,2512,2512,2512,15181,8489363,596746,9086109,
MN,2021-01-23,666,665,666,72.73,72.73,72.73,915,915,915,6063,2758759,453808,6024172,
MO,2021-01-23,1464,1464,1464,82.62,82.62,82.62,1772,1772,1772,6541,1741799,447398,4031558,
MS,2021-01-23,698,698,698,81.16,81.16,81.16,860,860,860,5752,1256115,263023,1519138,
MT,2021-01-23,131,131,131,61.79,61.79,61.79,212,212,212,1141,815343,91410,906753,
NC,2021-01-23,2104,2104,2104,84.19,84.19,84.19,2499,2499,2499,8586,7749846,712716,8462562,
ND,2021-01-23,110,110,110,54.73,53.75,55.7,201,200,202,1428,293468,96720,1323998,
NE,2021-01-23,369,369,369,64.74,64.74,64.74,570,570,570,1878,711753,186255,1998438,
NH,2021-01-23,170,169,171,59.86,59.86,59.86,284,284,284,981,537726,61576,1197947,
NJ,2021-01-23,1572,1572,1572,53.25,53.25,53.25,2952,2952,2952,20934,8395679,657536,9053215,
NM,2021-01-23,378,375,382,81.05,81.05,81.05,467,467,467,3115,2063661,168579,2232240,
NV,2021-01-23,768,768,768,81.01,81.01,81.01,948,948,948,4011,1033114,269713,2409727,
NY,2021-01-23,3894,3894,3894,71.57,71.57,71.57,5441,5441,5441,33907,28978790,1314267,30293057,
OH,2021-01-23,2977,2977,2977,72.68,72.68,72.68,4096,4096,4096,10680,7878716,859841,8738557,
OK,2021-01-23,916,916,916,85.69,85.69,85.69,1069,1069,1069,3231,2690714,370149,3060863,
OR,2021-01-23,492,490,494,62.76,62.76,62.76,784,784,784,1865,2906953,136839,3043792,
PA,2021-01-23,3022,3021,3023,80.85,80.42,81.29,3738,3729,3747,20526,3546910,799957,4346867,
RI,2021-01-23,145,145,145,86.83,86.83,86.83,167,167,167,2097,608341,110711,2390238,
SC,2021-01-23,1084,1084,1084,80.53,80.53,80.53,1346,1346,1346,6479,3530329,413789,3944118,
SD,2021-01-23,128,128,128,54.24,54.24,54.24,236,236,236,1696,289457,106963,396420,
TN,2021-01-23,1846,1846,1846,76.69,76.69,76.69,2407,2407,2407,8819,5557065,705876,6262941,
TX,2021-01-23,7070,7055,7086,90.29,89.72,90.87,7830,7814,7847,34114,14176666,2228961,16405627,
UT,2021-01-23,440,439,442,70.48,70.48,70.48,625,625,625,1582,1401634,334889,2518969,
VA,2021-01-23,1455,1454,1456,74.88,74.88,74.88,1943,1943,1943,6079,4509316,468655,4977971,
VT,2021-01-23,66,66,66,67.35,67.35,67.35,98,98,98,170,283639,10908,841251,
WA,2021-01-23,956,955,956,72.28,72.28,72.28,1322,1322,1322,4114,4051530,298249,4349779,
WI,2021-01-23,897,889,905,56.13,56.13,56.13,1598,1598,1598,6184,2469123,580003,5967261,
WV,2021-01-23,505,505,505,81.85,81.85,81.85,617,617,617,1872,1739051,114752,1853803,
WY,2021-01-23,44,43,46,35.04,29.91,40.17,127,127,127,571,167371,50583,573868,
AK,2021-01-24,69,69,69,57.5,57.5,57.5,120,120,120,259,1401860,51610,1453470,
AL,2021-01-24,1492,1492,1492,92.84,92.84,92.84,1607,1607,1607,6660,1737094,441170,2086555,
AR,2021-01-24,753,753,753,72.61,72.61,72.61,1037,1037,1037,4606,2119560,284066,2347388,
AZ,2021-01-24,1625,1625,1625,72.13,72.13,72.13,2253,2253,2253,12238,2671771,722574,6385219,
CA,2021-01-24,7700,7700,7700,90.41,90.41,90.41,8517,8517,8517,36790,37176564,3109151,40285715,
CO,2021-01-24,814,784,844,61.53,53.4,69.65,1323,1275,1371,5505,1982404,386285,5246911,
CT,2021-01-24,635,635,635,60.42,60.42,60.42,1051,1051,1051,6819,5215799,237815,5453614,
DC,2021-01-24,269,269,269,86.5,86.5,86.5,311,311,311,872,1013650,35301,1048951,
DE,2021-01-24,157,157,157,81.77,81.77,81.77,192,192,192,1041,496142,74575,1176841,
FL,2021-01-24,5233,5233,5233,81.61,81.61,81.61,6412,6412,6412,25693,8243060,1619288,18397824,
GA,2021-01-24,2543,2543,2543,91.97,91.97,91.97,2765,2765,2765,13250,5490328,718532,6208860,
HI,2021-01-24,147,146,148,65.33,65.33,65.33,225,225,225,342,916521,25782,942303,
IA,2021-01-24,423,423,423,62.85,62.85,62.85,673,673,673,4488,972199,262860,1235059,
ID,2021-01-24,197,197,197,66.78,66.78,66.78,295,295,295,1668,459674,159325,589629,
IL,2021-01-24,2113,2105,2121,60.49,60.49,60.49,3493,3493,3493,20680,14308013,1101819,15409832,
IN,2021-01-24,1467,1467,1467,68.62,68.62,68.62,2138,2138,2138,9716,2289012,611039,6738341,
KS,2021-01-24,694,691,697,87.74,86.66,88.82,791,787,795,3598,870758,266653,1137411,
KY,2021-01-24,1198,1198,1198,67.99,67.99,67.99,1762,1762,1762,3421,3156478,346586,3503064,
LA,2021-01-24,1399,1399,1399,77.34,77.34,77.34,1809,1809,1809,8565,4431708,383862,4815570,
MA,2021-01-24,1158,1157,1159,78.99,78.99,78.99,1466,1466,1466,14133,4002160,500037,12967924,
MD,2021-01-24,1022,1022,1022,77.72,77.72,77.72,1315,1315,1315,6865,2779405,341452,6723502,
ME,2021-01-24,240,239,240,72.36,72.36,72.36,331,331,331,544,1272416,36598,1309014,
MI,2021-01-24,1881,1881,1881,72.37,72.37,72.37,2599,2599,2599,15181,8489363,596746,9086109,
MN,2021-01-24,602,601,602,67.97,67.97,67.97,885,885,885,6095,2770487,454989,6052223,
MO,2021-01-24,1399,1399,1399,80.26,80.26,80.26,1743,1743,1743,6548,1747534,449535,4051388,
MS,2021-01-24,701,701,701,81.42,81.42,81.42,861,861,861,5772,1256115,264219,1520334,
MT,2021-01-24,124,124,124,58.49,58.49,58.49,212,212,212,1151,820034,91652,911686,
NC,2021-01-24,2056,2055,2057,82.57,82.57,82.57,2490,2490,2490,8695,7805735,718812,8524547,
ND,2021-01-24,107,107,107,53.77,53.77,53.77,199,199,199,1428,293808,96817,1325891,
NE,2021-01-24,361,361,361,63.56,63.56,63.56,568,568,568,1879,718934,186854,2021416,
NH,2021-01-24,164,164,164,57.75,57.75,57.75,284,284,284,987,539229,62337,1205021,
NJ,2021-01-24,1514,1514,1514,51.55,51.55,51.55,2937,2937,2937,20951,8395679,662808,9058487,
